,_id,text,tags,definitions,technical_instruction_for_dev,sap_products,content_relevant_to_technical_risks,cost_information,risk_for_gl,support_information,marked,is_priority_statement,user_id
110,5e94e5dbe55dd0f9169ca55e,"You will not seek or collect End User Credentials without Vimeo’s prior written consent. If Vimeo allows you to seek or collect End User Credentials, you will keep such End User Credentials confidential and immediately delete such End User Credentials after receiving an Access Token. Under no circumstances will you retain End User Credentials.","['privacy/data protection', 'data security standards']",0,0,0,0,0,0,0,0.0,1.0,
111,5e94e5dbe55dd0f9169ca55f," Subject to your compliance with the terms of this Agreement, Vimeo hereby grants You a limited, non-exclusive, revocable license to use the Vimeo Marks for descriptive purposes in connection with your Application, provided, however, that you may not use the Vimeo Marks in the name or logo of your Application (i.e., you may not call your Application a ""Vimeo application"") without Vimeo’s prior written consent.","['attribution', 'publicity']",1,0,0,0,0,0,0,1.0,1.0,I831094
112,5e94e5dbe55dd0f9169ca560,"This Agreement will continue for as long as you operate an Application or until Vimeo terminates this Agreement. Vimeo may terminate this Agreement at any time for any reason with or without notice. The following provisions will survive any termination or expiration of this Agreement: Sections 1, 3.1, 3.4, and 6 through 9.",['termination/suspension'],0,0,0,0,0,0,0,1.0,1.0,I831094
113,5e94e5dbe55dd0f9169ca561,"You will indemnify, defend, and hold Vimeo harmless from and against any losses (including attorneys' fees) from any third party claims arising out of any breach by You of any term of this Agreement.",['indemnification'],0,0,0,0,0,0,0,0.0,1.0,
114,5e94e5dbe55dd0f9169ca562,"Vimeo provides the Vimeo API and the Developer Tools on an ""AS IS"" basis and makes no warranties, express, implied, or statutory, including, without limitation, warranties of merchantability, non-infringement, and fitness for a particular purpose. In no event shall Vimeo be liable for (a) any indirect, incidental, consequential, punitive, or special damages, even if it has been advised of the possibility of such damages; or (b) damages exceeding U.S. $10,000.00.","['liability', 'as-is and as-available']",0,0,0,0,0,0,0,1.0,1.0,I831094
115,5e94e5dbe55dd0f9169ca563,This Agreement may be modified by Vimeo at any time by posting a new version of this Agreement on this page (https://developer.vimeo.com/guidelines/terms).,['changes to terms'],0,0,0,0,0,0,0,1.0,1.0,I831094
116,5e94e5dbe55dd0f9169ca564,Send Feedback,['changes to terms'],0,0,0,0,0,0,0,0.0,1.0,
117,5e94e5dbe55dd0f9169ca565,"Don't do it! There are no limits to the amount of apps you can create, so create a new API app for every project.","['usage limits', 'technical requirements']",0,1,0,0,0,0,0,1.0,1.0,I831094
118,5e94e5dbe55dd0f9169ca566,"Please try to limit your calls to the API to a reasonable frequency. We may temporarily or permanently block access if your app is calling the API too frequently, or you are requesting an unreasonable amount of data in a short time (i.e. iterating over lots of user ids or video ids). See more information on rate limiting.",['usage limits'],0,0,0,0,1,0,0,0.0,1.0,
119,5e94e5dbe55dd0f9169ca567,Obtain consent from people before publishing content on their behalf,['consent'],0,0,0,0,0,0,0,0.0,1.0,
120,5e94e5dbe55dd0f9169ca568,"Don't prefill captions, comments, messages, or the user message parameter of posts with content a person or business didn’t create, even if the person can edit or remove the content before sharing. You may use our Share Dialogs to prefill a single hashtag in a post, but don't prefill any content a person or business didn't create via the AP",['technical requirements'],0,1,0,1,0,0,0,1.0,1.0,I831094
121,5e94e5dbe55dd0f9169ca569,Provide a publicly available and easily accessible privacy policy that explains what data you are collecting and how you will use that data,['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
122,5e94e5dbe55dd0f9169ca56a,We may change these terms at any time without prior notice. Please check them regularly. Your continued use of Platform constitutes acceptance of those changes.,['changes to terms'],0,0,0,0,0,0,0,1.0,1.0,I831094
123,5e94e5dbe55dd0f9169ca56b,"You agree to indemnify and hold us harmless from and against all damages, losses, and expenses of any kind (including reasonable legal fees and costs) related to any claim against us related to your service, actions, content or information.",['indemnification'],0,0,0,0,0,0,0,1.0,1.0,I831094
124,5e94e5dbe55dd0f9169ca56c,We can monitor or collect data related to your use of SDKs.,['monitor/audit'],0,0,0,0,0,0,0,1.0,1.0,I831094
125,5e94e5dbe55dd0f9169ca56d,We don’t guarantee that Platform will always be free.,"['changes to service', 'usage limits', 'payment']",0,0,0,0,1,0,0,1.0,1.0,I831094
126,5e94e5dbe55dd0f9169ca56e,"If you exceed 5M MAU, 100M API calls per day, or 50M impressions per day, you may be subject to additional terms.","['usage limits', 'payment']",0,0,0,0,1,0,0,1.0,1.0,I831094
127,5e94e5dbe55dd0f9169ca56f,"Any SDKs you receive from us are provided to you on an ""as is"" basis, without warranty of any kind.",['as-is and as-available'],1,0,0,0,0,0,0,0.0,1.0,
128,5e94e5dbe55dd0f9169ca570,"Enforcement is both automated and manual, and can include disabling your app, restricting you and your app’s access to platform functionality, requiring that you delete data, terminating our agreements with you or any other action that we deem appropriate.","['changes to service', 'termination/suspension']",0,0,0,0,0,0,0,0.0,1.0,
129,5e94e5dbe55dd0f9169ca571,Basic and Standard Ads API access may be downgraded to Development access after 30 days of non-use.,"['changes to service', 'termination/suspension']",0,0,0,0,0,0,0,0.0,1.0,
130,5e94e5dbe55dd0f9169ca572,Don’t allow more than 50 ad creations a day per customer.,"['usage limits', 'technical requirements']",0,1,0,1,1,0,0,1.0,1.0,I831094
131,5e94e5dbe55dd0f9169ca573,Ensure that any data that is collected is anonymous.,"['privacy/data protection', 'data security standards']",0,0,0,0,0,0,0,0.0,1.0,
132,5e94e5dbe55dd0f9169ca574,"Don’t contact people in Messenger unless you, or the party to whom you are operating as a service provider, have the necessary consent to do so.","['data management and usage', 'consent']",0,0,0,1,0,1,0,0.0,1.0,
133,5e94e5dbe55dd0f9169ca575,"Maintain a Facebook Page that provides customer support contact information, including your mailing address and one or more of the following: email address, web address, or telephone number.",['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
134,5e94e5dbe55dd0f9169ca576,"After people interact with your business or Bot: You may message people within 24 hours of a person's interaction with your business or Bot (ex: messaging your Bot or interacting with a Messenger plugin on your website). Except as permitted below, and until the next interaction, you may send one additional message after this 24 hour period in order to follow up on your conversation. ",['usage limits'],0,0,0,0,1,0,0,0.0,1.0,
135,5e94e5dbe55dd0f9169ca577,. Message Templates and Tags: Only approved message templates and tags may be sent outside of the 24 hour period. Don’t use a message template or tag for a purpose other than its intended purpose,['usage limits'],0,0,0,0,1,0,0,0.0,1.0,
136,5e94e5dbe55dd0f9169ca578,"Don't use any data obtained from us about the people you reach in Messenger, other than the content of message threads, for any purpose other than as reasonably necessary to support the message types you elect to use","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
137,5e94e5dbe55dd0f9169ca579," Don't include links to sites off Messenger where payment information is collected, without our prior permission.",['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
138,5e94e5dbe55dd0f9169ca57a,Don't use Messenger Platform to sell digital goods.,['general requirements'],0,0,0,0,0,0,0,0.0,1.0,
139,5e94e5dbe55dd0f9169ca57b,"The 2.0 version of the Apache License was approved by the ASF in 2004. The goals of this license revision have been to reduce the number of frequently asked questions, to allow the license to be reusable without modification by any project (including non-ASF projects)","['changes to terms', 'publicity', 'payment']",0,0,0,0,1,0,0,1.0,0.0,I831094
140,5e94e5dbe55dd0f9169ca57c,"For export restriction information, please consult our ASF Export Classifications page.","['change to the product', 'usage limits']",0,0,0,0,1,0,0,0.0,1.0,
141,5e94e5dbe55dd0f9169ca57d,"From wikipedia.org: A signature is a handwritten (and often stylized) depiction of someone's name or nickname, on documents as a proof of identity and intent.",[],1,0,0,0,0,0,0,1.0,1.0,I831094
142,5e94e5dbe55dd0f9169ca57e,"f classical Latin literature from 45 BC, making it over 2000 years old. Richard McClintock, a Latin professor at Hampden-Sydney College in Virginia, looked up one of the more obscure Latin words, consectetur, f","['data security standards', 'informed consent', 'other tags']",0,0,0,0,0,0,0,0.0,1.0,
143,5e94e5dbe55dd0f9169ca57f,"2 and 1.10.33 of ""de Finibus Bonorum et Malorum"" (The Extremes of Good and Evil) by Cicero, written in 45 BC. This book is a treatise on the theory of",['other tags'],1,1,0,0,0,0,0,1.0,1.0,I831094
144,5e94e5dbe55dd0f9169ca580,"s now use Lorem Ipsum as their default model text, and a search for 'lorem ipsum' will uncover many web sites still in their infancy. Various ","['app certification', 'hello', ' hello', ' nohello']",0,1,0,1,0,0,0,0.0,1.0,
145,5e94e5dbe55dd0f9169ca581,"efined chunks as necessary, making this the first true generator on the Internet. It uses a dictionary of over 200 Latin words, combined with a handful of model sentence structures, to generate Lorem Ipsu","['use/modification of sap content', 'changes to terms', 'other', ' other1', ' other2', ' other3']",0,0,0,0,0,0,0,0.0,1.0,
146,5e94e5dbe55dd0f9169ca582,and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum,"['monitor/audit', 'termination/suspension']",0,0,0,0,1,0,0,1.0,0.0,I831094
147,5e94e5dbe55dd0f9169ca583,"the leap into electronic typesetting, remaining essentially unchanged. It w",['changes to service'],0,0,0,0,0,0,0,0.0,1.0,
148,5e94e5dbe55dd0f9169ca584,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?","['monitor/audit', 'termination/suspension', 'test', ' test2']",0,0,0,0,1,0,0,1.0,0.0,I831094
149,5e94e5dbe55dd0f9169ca585,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?",['changes to service'],0,0,0,0,0,0,0,0.0,1.0,
150,5e94e5dbe55dd0f9169ca586,"Sed ut perspiciatis unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam, eaque ipsa quae ab illo inventore veritatis et quasi architecto beatae vitae dicta sunt explicabo. Nemo enim ipsam voluptatem quia voluptas sit aspernatur aut odit aut fugit, sed quia consequuntur magni dolores eos qui ratione voluptatem sequi nesciunt. Neque porro quisquam est, qui dolorem ipsum quia dolor sit amet, consectetur, adipisci velit, sed quia non numquam eius modi tempora incidunt ut labore et dolore magnam aliquam quaerat voluptatem. Ut enim ad minima veniam, quis nostrum exercitationem ullam corporis suscipit laboriosam, nisi ut aliquid ex ea commodi consequatur? Quis autem vel eum iure reprehenderit qui in ea voluptate velit esse quam nihil molestiae consequatur, vel illum qui dolorem eum fugiat quo voluptas nulla pariatur?",['liability'],0,0,0,0,0,0,0,1.0,0.0,I831094
151,5e94e5dbe55dd0f9169ca587,"These User Terms are a legally binding contract between you and us. As part of these User Terms, you agree to comply with the most recent version of our Acceptable Use Policy, which is incorporated by reference into these User Terms. If you access or use the Services, or continue accessing or using the Services after being notified of a change to the User Terms or the Acceptable Use Policy, you confirm that you have read, understand and agree to be bound by the User Terms and the Acceptable Use Policy. “We”, “our” and “us” currently refers to the applicable Slack entity in the Contract (defined below).",['general requirements'],1,0,0,0,0,0,0,1.0,1.0,I831094
152,5e94e5dbe55dd0f9169ca588,"Customer has separately agreed to our Customer Terms of Service or entered into a written agreement with us (in either case, the “Contract”) that permitted Customer to create and configure a workspace so that you and others could join (each invitee granted access to the Services, including you, is an “Authorized User”).",['technical requirements'],0,1,0,1,0,0,0,0.0,1.0,
153,5e94e5dbe55dd0f9169ca589,"The Services are not intended for and should not be used by anyone under the age of sixteen. You represent that you are over the age of 16 and are the intended recipient of Customer’s invitation to the Services. You may not access or use the Services for any purpose if either of the representations in the preceding sentence is not true. Without limiting the foregoing, you must be of legal working age.",[],0,0,0,0,1,0,0,1.0,0.0,I831094
154,5e94e5dbe55dd0f9169ca58a,"You own all of the content and information you post on Facebook, and you can control how it is shared through your privacy and application settings. In addition:","['publicity', 'data security standards', 'general requirements']",0,0,0,0,0,0,0,1.0,0.0,I831094
155,5e94e5dbe55dd0f9169ca58b,"When you use an application, the application may ask for your permission to access your content and information as well as content and information that others have shared with you.  We require applications to respect your privacy, and your agreement with that application will control how the application can use, store, and transfer that content and information.  (To learn more about Platform, including how you can control what information other people may share with applications, read our Data Policy and Platform Page.)",['informed consent'],0,0,0,0,0,0,0,1.0,1.0,I831094
156,5e94e5dbe55dd0f9169ca58c,"When you delete IP content, it is deleted in a manner similar to emptying the recycle bin on a computer. However, you understand that removed content may persist in backup copies for a reasonable period of time (but will not be available to others).","['publicity', 'data security standards', 'general requirements']",0,0,0,0,0,0,0,0.0,1.0,
157,5e94e5dbe55dd0f9169ca58d,"ou will not engage in unlawful multi-level marketing, such as a pyramid scheme, on Facebook.","['change to the product', 'publicity']",0,0,0,0,0,0,0,1.0,0.0,I831094
158,5e94e5dbe55dd0f9169ca58e,You will not upload viruses or other malicious code.,"['change to the product', 'publicity']",0,0,0,0,0,0,0,1.0,0.0,I831094
159,5e94e5dbe55dd0f9169ca58f,You will not solicit login information or access an account belonging to someone else.,['technical requirements'],0,1,0,1,0,0,0,1.0,1.0,I831094
160,5e94e5dbe55dd0f9169ca590,"This Statement of Rights and Responsibilities (""Statement,"" ""Terms,"" or ""SRR"") derives from the Facebook Principles, and is our terms of service that governs our relationship with users and others who interact with Facebook, as well as Facebook brands, products and services, which we call the “Facebook Services” or “Services”. By using or accessing the Facebook Services, you agree to this Statement, as updated from time to time in accordance with Section 13 below. Additionally, you will find resources at the end of this document that help you understand how Facebook works.","['attribution', 'indemnification']",1,0,0,0,0,0,0,0.0,1.0,
161,5e94e5dbe55dd0f9169ca591,"Because Facebook provides a wide range of Services, we may ask you to review and accept supplemental terms that apply to your interaction with a specific app, product, or service. To the extent those supplemental terms conflict with this SRR, the supplemental terms associated with the app, product, or service govern with respect to your use of such app, product or service to the extent of the conflict.","['changes to terms', 'informed consent', 'general requirements']",0,0,0,0,0,1,0,1.0,1.0,I831094
162,5e94e5dbe55dd0f9169ca592,"For content that is covered by intellectual property rights, like photos and videos (IP content), you specifically give us the following permission, subject to your privacy and application settings: you grant us a non-exclusive, transferable, sub-licensable, royalty-free, worldwide license to use any IP content that you post on or in connection with Facebook (IP License). This IP License ends when you delete your IP content or your account unless your content has been shared with others, and they have not deleted it.","['data security standards', 'use/modification of sap content', 'consent', 'informed consent']",0,0,0,0,0,1,0,1.0,1.0,I831094
163,5e94e5dbe55dd0f9169ca593,We may update this Privacy Policy in the future. We will notify you about material changes to this Privacy Policy by sending a notice to the email address you provided to us or by placing a prominent notice on our website and/or through our Apps.,"['privacy/data protection', 'changes to terms']",0,0,0,0,0,0,0,0.0,1.0,
164,5e94e5dbe55dd0f9169ca594,Changes to this Privacy Policy,"['privacy/data protection', 'changes to terms']",0,0,0,0,0,0,0,0.0,1.0,
165,5e94e5dbe55dd0f9169ca595,"If you are visiting our website or using our Apps from outside the United States, please be aware that your information may be transferred to, stored, and processed in the United States, where our servers are located and our central database is operated. By providing us with your personal information or using our services or our website, you understand that your information may be transferred to our facilities and to those third parties with whom we share it, as described in this Privacy Policy. The data protection and other laws of the United States and other countries might not be as comprehensive as those in your country, but please be assured that we take all reasonable steps to ensure that your privacy is protected.","['privacy/data protection', 'jurisdiction', 'data security standards']",0,0,0,0,0,1,0,1.0,1.0,I831094
166,5e94e5dbe55dd0f9169ca596,"If any part of this website or any App links you to other sites, those sites do not operate under this Privacy Policy. We recommend you examine the privacy statements posted on those other websites to understand their procedures for collecting, using, and disclosing personal information.",['privacy/data protection'],0,0,0,0,0,0,0,1.0,1.0,I831094
167,5e94e5dbe55dd0f9169ca597,"This is a general audience website and neither the website nor any App offer services directed to children. If we gain actual knowledge that a child under the age of 13 has provided any personal information to us without the parent’s or guardian’s consent, we will use that information only to respond directly to that child to inform him or her that we must have parental consent before receiving his or her personal information. information.",[],0,0,0,0,0,0,0,1.0,0.0,I831094
168,5e94e5dbe55dd0f9169ca598,Children’s privacy,['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
169,5e94e5dbe55dd0f9169ca599,"We want you to feel confident about using this website and our Apps to make travel arrangements, and we are committed to protecting the information we collect. While no website or App can guarantee security, we have implemented appropriate administrative, technical, and physical security procedures to help protect the personal information you provide to us. For example, only authorized employees are permitted to access personal information, and they may only do so for permitted business functions. In addition, we use encryption when transmitting your sensitive personal information between your system and ours, and we employ firewalls and intrusion detection systems to help prevent unauthorized persons from gaining access to your information.","['privacy/data protection', 'data security standards', 'data management and usage']",0,0,0,0,0,0,0,1.0,1.0,I831094
170,5e94e5dbe55dd0f9169ca59a,How we protect your information,"['privacy/data protection', 'data security standards', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
171,5e94e5dbe55dd0f9169ca59b,"You always have the ability to control what information a Mobile App sends to us. You can exercise this control either by changing the settings of the Mobile App under its setting menu or changing the settings of your mobile device. Alternatively, you can remove the Mobile App from your mobile device entirely and access our services through our website.","['privacy/data protection', 'data management and usage']",0,0,0,0,0,0,0,1.0,1.0,I831094
172,5e94e5dbe55dd0f9169ca59c,"•    Each Mobile App will also send us error-reporting information in the event that it crashes or hangs. This enables us to investigate the error and to improve the stability of the Mobile App for future releases. As part of these error reports, the Mobile App sends us information about the mobile device type and version, the UID, the time the error occurred, the feature being used and the state of the application when the error occurred. We do not use this information for any purpose other than investigating and remedying the error.","['privacy/data protection', 'monitor/audit']",0,0,0,0,0,0,0,1.0,1.0,I831094
173,5e94e5dbe55dd0f9169ca59d,"•    When you use a Mobile App's ’find hotels near your current location’ feature, we use information about your current location – provided by your mobile device using GPS or similar technologies – to show hotels nearby. We do not collect location data unless you expressly click on the ’find hotels near your current location’ feature, and you can switch off location data collection at any time through your phone settings menu.","['privacy/data protection', 'data management and usage']",0,0,0,0,0,0,0,1.0,1.0,I831094
174,5e94e5dbe55dd0f9169ca59e,"•    Each Mobile App also sends us the device's unique device identifier (or ""UID""), a sequence of numbers or characters that are unique to your mobile device. We use this only on the first opening of the Mobile App so that we can confirm to our advertising networks the number of downloads resulting from clicks on their respective ad banners and other marketing tools.",['privacy/data protection'],1,0,0,0,0,0,0,0.0,1.0,
175,5e94e5dbe55dd0f9169ca59f,•    We collect information about Mobile App functionality that you access and use. This allows us to identify those areas of the Mobile App that are of interest to our customers so that we can refine and continuously improve the Mobile App. The information we collect for this purpose does not enable us to directly identify you.,['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
176,5e94e5dbe55dd0f9169ca5a0,"In addition to this, we also use some other information that we collect automatically when you use our Mobile Apps. Specifically:",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
177,5e94e5dbe55dd0f9169ca5a1,"When you use a Hotels.com Mobile App, we collect and use information about you in the same way and for the same purposes as we do when you use our website.",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
178,5e94e5dbe55dd0f9169ca5a2,"For instance, we use cookies on our site to allow you to login without having to type your login name each time. Other cookies help us to understand what did and didn’t interest you about our website so we can provide you with features that are more relevant and useful to you next time you visit. We and some of our partners also use cookies on our site to measure the effectiveness of advertising on our site and how visitors use our site. For more detailed information about the cookies that we and our partners serve through our website, please visit our cookie policy.",['privacy/data protection'],0,0,0,1,0,0,0,1.0,1.0,I831094
179,5e94e5dbe55dd0f9169ca5a3,•    You may have the opportunity on our website to provide a mobile number in order to receive your hotel confirmation details.,"['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
180,5e94e5dbe55dd0f9169ca5a4,"•    When you register as a member, you will be given a choice as to whether you want to receive email messages from us about special offers as well as email messages about products and services of selected third parties. As a registered member, you can modify your choice at any time on the Communication Preferences page. Whether registered as a member or not, you will also be given the opportunity to unsubscribe from commercial messages in any such email we send. Please note that we reserve the right to send you other communications, including service announcements and administrative messages, relating either to your account or to your transactions, without offering you the opportunity to opt out of receiving them.",['informed consent'],0,0,0,0,0,0,0,1.0,1.0,I831094
181,5e94e5dbe55dd0f9169ca5a5,•    You also can add or update information and close your account as described above.,"['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
182,5e94e5dbe55dd0f9169ca5a6,"•    As discussed above, you can choose not to provide us with any information, although it may be needed to book your hotel or to take advantage of certain features offered on this website or our Apps.",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
183,5e94e5dbe55dd0f9169ca5a7,Your choices with respect to the collection and use of your information,['privacy/data protection'],0,0,0,0,0,0,0,1.0,1.0,I831094
184,5e94e5dbe55dd0f9169ca5a8,"If you do not hold an account with us or wish to contact us in relation to any personal information that is not displayed in your account, you may ask us to access, delete or modify the information that we hold about you by emailing us at the email address listed below. You can also contact us to request an explanation as to how we process your information, and you may revoke the consent to the processing of your information provided when accepting this Privacy Policy by sending an email to the address listed below.",['privacy/data protection'],0,0,0,0,0,0,0,0.0,1.0,
185,5e94e5dbe55dd0f9169ca5a9,"By providing your personal information to us through this website or any App, you accept that we may retain your information. We may continue to process account-related information in order to fulfil our legitimate business objectives, to comply with our legal and regulatory obligations, and for historical record and analytical purposes. We employ robust technical measures to prevent unauthorized access to account information.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
186,5e94e5dbe55dd0f9169ca5aa,"You can access and update your contact information by visiting this website’s Account section. You can close your account by contacting us at the email address listed below. Please note that after you close an account, you will not be able to sign in or access any of your personal information. However, you can open a new account at any time.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
187,5e94e5dbe55dd0f9169ca5ab,How you can access your information,"['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
188,5e94e5dbe55dd0f9169ca5ac,"We also may share aggregate or anonymous information with third parties, including advertisers and investors. For example, we may tell our advertisers the number of visitors our website receives or the most popular hotels and vacation destinations. This information does not contain any personal information and is used to develop content and services we hope you will find of interest.",['privacy/data protection'],0,0,0,0,0,0,0,1.0,1.0,I831094
189,5e94e5dbe55dd0f9169ca5ad,"Other than as set out above, you will be notified when personal information about you will be shared with third parties, and you will have an opportunity to choose not to have us share such information.","['privacy/data protection', 'data management and usage']",0,0,0,0,0,0,0,1.0,1.0,I831094
190,5e94e5dbe55dd0f9169ca5ae,"•    In connection with a corporate transaction, such as a divestiture, merger, consolidation, or asset sale, or in the unlikely event of bankruptcy.","['privacy/data protection', 'consent']",0,0,0,0,0,0,0,0.0,1.0,
191,5e94e5dbe55dd0f9169ca5af,•    Where we believe that it is necessary to prevent or lessen a serious and imminent threat to somebody’s life or health.,"['privacy/data protection', 'consent']",0,0,0,0,0,0,0,1.0,0.0,I831094
192,5e94e5dbe55dd0f9169ca5b0,"•    When we believe it is appropriate to investigate, prevent, or take action regarding illegal or suspected illegal activities; to protect and defend the rights, property, or safety of our company, this website or our Apps, our customers, or others; and in connection with our Terms of Service and other agreements.","['privacy/data protection', 'consent']",0,0,0,0,0,0,0,0.0,0.0,
193,5e94e5dbe55dd0f9169ca5b1,"•    In response to subpoenas, court orders, or other legal process; to establish or exercise our legal rights; to defend against legal claims; or as otherwise required by law. In such cases we reserve the right to raise or waive any legal objection or right available to us.","['consent', 'indemnification']",0,0,0,0,0,0,0,1.0,1.0,I831094
194,5e94e5dbe55dd0f9169ca5b2,We also may share your information:,['privacy/data protection'],0,0,0,0,0,0,0,1.0,1.0,I831094
195,5e94e5dbe55dd0f9169ca5b3,"•    Social media providers. When you access certain Hotels.com social media features through our website or Apps, you are sharing information with the social media provider (such as Facebook) and the information you share will be governed by their privacy policies (including that we may access such information via the social media provider). You may be able to modify your privacy settings for these social media providers. Please consult the privacy policy of the relevant social media provider for further information. If you connect your Hotels.com account to a social media provider, such as through “Facebook Connect”, we may make available on that social media provider information related to your use of Hotels.com, such as Hotels.com™ Rewards loyalty credits you receive and reviews posted by you on Hotels.com. Such information may be published on that social media provider’s websites or services. Information made available on the social media provider will be attributed to the social media provider account to which your Hotels.com account is connected. You may choose to disable automatic publishing by the social media provider of such information by editing your privacy settings for that social media provider. We will not provide any other social media provider with access to your Hotels.com account number or information. If you connect your Hotels.com account to a social media provider, we may also share your user name and your profile picture from that social media provider to other Hotels.com members. You may choose to disable such sharing of information by editing your privacy settings on that social media provider.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
196,5e94e5dbe55dd0f9169ca5b4,"•    Companies within our corporate family. We may share your personal information with our affiliated companies within the Expedia, Inc. family, listed at expediainc.com. This sharing enables us to provide you, if you have consented to it, with information about products and services, both travel-related and other, which we believe might interest you. To the extent that our parent company and corporate affiliates have access to your information, they will follow practices that are at least as restrictive as the practices described in this Privacy Policy. They also will comply with applicable laws governing the transmission of promotional communications and, at a minimum, give you an opportunity in any commercial email they send to choose not to receive such email messages in the future.","['privacy/data protection', 'data management and usage']",0,0,0,0,0,1,0,1.0,1.0,I831094
197,5e94e5dbe55dd0f9169ca5b5,"•    Referring websites if you were referred to this website from another site (for example, through a link you clicked on another site that directed you to this one), we may share some information about you with that referring website. We encourage you to review the privacy policies of any website that referred you here.","['privacy/data protection', 'data management and usage']",0,0,0,0,0,1,0,1.0,1.0,I831094
198,5e94e5dbe55dd0f9169ca5b6,"•    Business partners with whom we may jointly offer products or services, or whose products or services may be offered on our website or through our Apps. You can tell when a third party is involved in a product or service you have requested because their name will appear, either alone or with ours. If you choose to access these optional services, we may share information about you, including your personal information, with those partners. Please note that we do not control the privacy practices of these third-party business partners.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
199,5e94e5dbe55dd0f9169ca5b7,"•    Third-party vendors who provide services or functions on our behalf, including credit card processing, business analytics, customer service, marketing, distribution of surveys or sweepstakes programs, and fraud prevention. We may also authorize third-party vendors to collect information on our behalf, including as necessary to operate features of our website or our Apps or to facilitate the delivery of online advertising tailored to your interests. Third-party vendors have access to and may collect information only as needed to perform their functions and are not permitted to share or use the information for any other purpose. They are also required to follow the same data security practices that we ourselves adhere to. Please note that these third party service providers may be established in countries that might not offer a level of protection for your personal information that is equivalent to the one offered in your country of residence. However, we will endeavor to protect all personal information we collect from you in accordance with strict data protection standards.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
200,5e94e5dbe55dd0f9169ca5b8,"•    Suppliers such as hotel, airline, car rental, and activity providers, who fulfil your travel reservations. All services provided by a third party are described as such. Therefore, we encourage you to review the privacy policies of any travel supplier whose products you purchase through this website or any App. Please note that these suppliers also may contact you as necessary to obtain additional information about you, facilitate your travel reservation, or respond to a review you may submit. While we may share anonymous reviews with our hotel suppliers, we will not share reviewer names or contact information unless you have explicitly told us that we may. We are not responsible for the hotel deducing your identity from the content of your review and contacting you directly.","['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
201,5e94e5dbe55dd0f9169ca5b9,We may share your information with the following entities:,"['privacy/data protection', 'data management and usage']",0,0,0,1,0,1,0,0.0,1.0,
